date_code,year_id,month_id,week_id,store_code,store_name,customer_name,channel,store_type,country,region,province,short_name,city,area,cluster,sub_channel,material,product_name,key_items,sku,style,division,gender,enduse,silhouette,sub_silhouette,fit_type,qty,lw_qty,lm_qty,amt,lw_amt,lm_amt,season_code,msrp,key_stories,product_line
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,1385830-410,DRIVE PRO INSULATED VEST,Insulated,1385830-410,1385830,Apparel,Mens,Golf,Outerwear,Outerwear Vests,Loose,1,2,,531.44000,1062.88000,,FW24,999.000,,Inline
2025-02-17,2025,202502,202546,UABH_HKG_2262,Manning House,Retail,O&O,BH,Hongkong,,,,,5372.0000,,BH,1385418-001,Vanish Energy LS-BLK,Others,1385418-001,1385418,Apparel,Mens,Training,Tops,Long-Sleeves,Loose,1,,,349.00000,,,SS25,449.000,,Inline
2025-02-17,2025,202502,202546,EC-HK,HK,EC,EC,EC-HK,Hongkong,,,HK,,0.0000,,UA.com,1389264-896,Pjt Rck B Payoff 2 SS,,1389264-896-YLG,1389264,Apparel,Boys,Training,TOPS,Short-Sleeve Graphics," LOOSE",1,,,130.98000,,,,,,
2025-02-17,2025,202502,202546,EC-HK,HK,EC,EC,EC-HK,Hongkong,,,HK,,0.0000,,UA.com,3026175-104,UA Charged Assert 10,ASSERT,3026175-104-11.5,3026175,Footwear,Mens,Running,Performance Sneakers,Visual Cushioning,Regular,1,,,548.99000,,,SS25,649.000,,Inline
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,3026683-104,UA W Charged Revitalize,OTHERS,3026683-104,3026683,Footwear,Womens,Sportstyle,Performance Sneakers,Visual Cushioning,Regular,1,,,288.22000,,,FW24,449.000,,Inline
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,1386315-100,Unisex UA TC 6pk Crew,,1386315-100,1386315,Accessories,Adult Unisex,Training,Socks,High Socks,Regular,3,2,,465.40000,304.30000,,SS25,179.000,,Inline
2025-02-17,2025,202502,202546,UABH_HKG_1470,Olympian City,Retail,O&O,BH,Hongkong,,,,Hongkong,1246.0000,,BH,6000337-001,UA Ignite Pro 8 SL,,6000337-001,6000337,Footwear,Mens,Sportstyle,Sandals,Slides,Regular,1,,,329.00000,,,SS25,329.000,,Inline
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,1374606-035,UA Matchplay Tapered Pant,,1374606-035,1374606,Apparel,Mens,Golf,Bottoms,Pants,No Fit Type,4,2,,1756.80000,768.60000,,SS25,599.000,,Inline
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,1326799-300,UA M SPORTSTYLE LC SS,,1326799-300,1326799,Apparel,Mens,Sportstyle,Tops,Short-Sleeve Graphics,Loose,2,,2,278.60000,,218.90000,SS25,199.000,,Inline
2025-02-17,2025,202502,202546,EC-HK,HK,EC,EC,EC-HK,Hongkong,,,HK,,0.0000,,UA.com,3028636-600,UA W Official Suede,,3028636-600-7,3028636,Footwear,Womens,Sportstyle,Casual Sneakers,Casual Visual Cushioning,Regular,1,,,299.98000,,,SS25,599.000,,Inline
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,1329582-408,UA TEAM ISSUE WORDMARK SS,Graphics,1329582-408,1329582,Apparel,Mens,Sportstyle,Tops,Short-Sleeve Graphics,Loose,2,3,3,348.60000,547.80000,298.80000,SS25,249.000,,Inline
2025-02-17,2025,202502,202546,EC-HK,HK,EC,EC,EC-HK,Hongkong,,,HK,,0.0000,,UA.com,1377377-007,UA Matchplay Printed Polo,,1377377-007-MD,1377377,Apparel,Mens,Golf,Tops,Short-Sleeve Polos,Loose,1,,,262.02000,,,FW24,0.000,,Inline
2025-02-17,2025,202502,202546,UAFH_HKG_1820,City Gate,Retail,O&O,FH,Hongkong,,Hongkong,,Hongkong,2583.0000,,FH,1383356-025,UA Tech Woven Wordmark Short,Others,1383356-025,1383356,Apparel,Mens,Training,Bottoms,Shorts,Loose,1,1,,209.30000,209.30000,,SS25,299.000,,Inline
2025-02-17,2025,202502,202546,EC-HK,HK,EC,EC,EC-HK,Hongkong,,,HK,,0.0000,,UA.com,3027603-300,CURRY 1 Low FloTro Lux-GVG/WHT/GVG-34.0,FLOTRO,3027603-300-11/12.5,3027603,Footwear,Unisex,Basketball,Performance Sneakers,Court Performance,Regular,1,,,786.99000,,,SS24,1199.000,,Inline
